S/N,Question,Answer,Unnamed: 3,option_1,option_2,option_3,option_4,option_5,GPT4o_Answer,GPT_Match,Score (%)
368,"""Parí òwe yìí:
 Eni ti ko mo ise je...",,,yóò mu omi tútù,ni yóò fi gbèsè ra bàtà wọ̀,kò lè ṣàkóso owó,yóò máa tọrọ jẹ,yóò jìyà ìyàn,option_5,0,20.208333333333332
369,"""Parí òwe yìí:
 Sekeseke dara...",option_2,,ṣùgbọ́n owó ni,Ṣùgbón alágbẹ̀dẹ ò rọ́ fún ọmọ rẹ̀,ṣùgbọ́n kì í tó ọrùn,.jù wúrà lọ,kò sí fún tálákà,option_4,0,20.208333333333332
370,Awon wo ni won maa n pe ni Ajayi,option_4,,Ìgè,Babátúndé,Kẹ́hìndé,Ọmọ tí a bí tó dojúbolẹ̀,Yétúndé,option_5,0,20.208333333333332
372,"Kíni ""Buffalo"" ní Yorùbá?",option_2,,Erin,Efọ̀n,Kìnnìún,Àmọ̀tẹ́kùn,Ràkunmí,option_3,0,20.208333333333332
373,"Kíni ""Scorpion"" ní Yorùbá?",option_1,,àkekèé,Oyin,Labalábá,Kòkòrò,Ìdin,option_2,0,20.208333333333332
374,"Kíni ""Bracelet"" ní Yorùbá?",option_4,,Òrùka,Owó,Aṣọ,Ẹ̀gbà-owo,Ìlẹ̀kẹ̀,"to provide the best answer, i need to know the specific question you are referring to. without the question, it's impossible to determine which option is correct. please provide the question for analysis",0,20.208333333333332
375,"Kíni ""Description"" ní Yorùbá?",option_3,,Ìtumọ̀,Àlàyé,Àpèjúwe,Àfihàn,Ìròyìn,please provide the question you would like me to analyze and determine the best answer for,0,20.208333333333332
376,"Kínì ìtumọ̀ àkànlò-èdè yìí? ""gbin èpà sí oko ikún""?",option_5,,Gbígbìn ohun ọ̀gbìn,Ṣiṣẹ́ àṣekára,Fífún ẹranko jẹ,Kíkó èso,Ṣíṣe àṣedànù,option_3,0,20.208333333333332
378,"""Parí òwe yìí:
 Ore n jore...",option_2,,a máa rántí ara ẹni,"Ọrà ń jọ́rà, a kìí dúpé mo tọ̀pọ̀",kò yẹ kó di ọ̀tá,nígbà ìṣòro,tí owó bá wà,option_3,0,20.208333333333332
379,"""Kini itumo owe yi:
 A kii je okele lori okele, a kii fina sori orule sun""",option_5,,Má jẹ àjẹjù,Má fi iná ṣeré,Ká fi ọgbọ́n ṣe nǹkan,Ká bọ̀wọ̀ fún oúnjẹ,"Kí ènìyàn ṣe ohungbogbo ní ìwọ̀ntúnwọ̀nsì, nítorí tí a kò bá ṣe béè, ó lè fa ìjàm̀bá",option_2,0,20.208333333333332
381,"Kíni ""66 thousand naira"" ní Yorùbá?",option_2,,Ẹgbẹ̀rún mẹ́fà náírà,Ẹgbẹ̀rùn lọ́nà mérìndínláàdórin náírà,Ẹgbẹ̀rún lọ́nà ọgọ́ta náírà,Ọ̀kẹ́ mẹ́ta àti ẹgbààwá náírà,Ẹgbẹ̀rún lọ́nà ọgọ́rin náírà,option_3,0,20.208333333333332
382,"Kínì ìtumọ̀ àkànlò-èdè yìí? ""farasoko""?",option_4,,Sáré,Fẹ̀yìn tì,Ṣiṣẹ́ oko,Sápamó,Wà nítòsí,option_2,0,20.208333333333332
383,"Parí òwe yìí.
 Ènì yá ẹ̀gbẹ̀fà tí ò san",option_3,,yóò san án pẹ̀lú èlé,kò ní rí ẹlòmíràn yá,Ó bégi dínà egbèje,àwọn ènìyàn yóò sá fún un,yóò pàdánù ọ̀rẹ́ rẹ̀,option_3,1,20.208333333333332
384,"Kíni ""Wolf"" ní Yorùbá?",option_2,,Ajá,Ìkokò,Kìnnìún,Efọ̀n,Kọ̀lọ̀kọ̀lọ̀,option_3,0,20.208333333333332
385,"Kíni ""Investment"" ní Yorùbá?",option_2,,Owó,Ìdókòwò,Ìṣòwò,Ìfowópamọ́,Ilé ìtajà,please provide the actual question so that i can determine the best answer accurately,0,20.208333333333332
386,"Kíni ""Trade fair"" ní Yorùbá?",option_3,,Ilé ìtajà,Àpéjọ,Ìpàtẹ Ìdókòwò,Gbàgede,Pápá,option_3,1,20.208333333333332
387,"Kíni ""Calculator"" ní Yorùbá?",option_4,,Ẹ̀rọ ìwé,Kọ̀mpútà,Wákàtí,Ẹ̀rọ ìṣírò,Fóònù,option_4,1,20.208333333333332
388,"Kíni ""Internet banking"" ní Yorùbá?",option_5,,Ilé ìfowópamọ́,Ayélujára,Ìfiránṣẹ́ owó,Owó orí ẹ̀rọ,Ìfowópamọ́ orí ayélujára,option_5,1,20.208333333333332
389,"Kíni ""Rainbow"" ní Yorùbá?",option_1,,Òṣùmàrè,Òjò,Òòrùn,Òṣùpá,Afẹ́fẹ́,option_3,0,20.208333333333332
390,"Pari owe yi:
 Bí oníṣé bá ń jèrè iṣẹ..",option_3,,yóò ṣe púpọ̀ síi,.owó rẹ̀ á pọ̀ síi,Ọ̀lẹ á máa jèrè ìmẹ́lẹ́,àwọn ọ̀lẹ á máa wò ó,kò gbọ́dọ̀ gbàgbé ọ̀la,option_2,0,20.208333333333332
391,"Kíni ""Blade"" ní Yorùbá?",option_3,,Àáké,Ọ̀bẹ,Abẹfẹ́lẹ́,Àlùmógàjì,Irin,option_2,0,20.208333333333332
392,"Kínì ìtumọ̀ àkànlò-èdè yìí? ""Eku Itadi""?",option_1,,Kí ènìyàn só,Eku inú ilé,Wíwá nǹkan kiri,Pípéjọ síbì kan,,option_3,0,20.208333333333332
393,"Kíni ""Royal Bead Makers"" ní Yorùbá?",option_2,,Aláàfin,Asíndẹmádé,Onílẹ̀kẹ̀,Alágbẹ̀dẹ,Ayaba,option_5,0,20.208333333333332
394,"Kíni ""Graduation"" ní Yorùbá?",option_4,,Ayẹyẹ,Ìwé ẹrí,Gbígba oyè,Ikékòógboyè,Àṣeyọrí,option_5,0,20.208333333333332
395,"Kíni ""Chimpanzee"" ní Yorùbá?",option_3,,Ọ̀bọ,Erin,Ìjímèrè,Kìnnìún,Àmọ̀tẹ́kùn,option_3,1,20.208333333333332
396,"Kíni ""500 thousand"" ní Yorùbá?",Ẹgbẹ̀rún lọ́nà ẹ̀ẹ́dẹ́gbẹ̀ta,,Ẹgbẹ̀rún lọ́nà ẹ̀ẹ́dẹ́gbẹ̀ta,Ẹgbẹ̀rún márùn-ún,Ẹgbẹ̀rún lọ́nà àádọ́ta,Mílíọ̀nù kan,Ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún,option_3,0,20.208333333333332
397,"Kíni ""Camping"" ní Yorùbá?",option_1,,Ìpàgọ́,Ìrìn àjò,Sísùn síta,Àgọ́,Pápá,"i'm sorry, there isn't enough information in your request to accurately determine the best answer. could you please provide the question or more context related to the options given?",0,20.208333333333332
398,"Kíni ""Bargain"" ní Yorùbá?",option_4,,Títà,Rírà,Owó,Ìdúnádúrà,Ọjà títà,option_3,0,20.208333333333332
399,"Kíni ""Translator"" ní Yorùbá?",option_5,,Olùkọ́,Afọ̀rọ̀wérọ̀,Oníròyìn,Amòye,Ògbufọ̀,"i'm sorry, but the question you're asking is incomplete. please provide the specific question you're seeking to answer with these options",0,20.208333333333332
400,"Kíni ""Trap"" ní Yorùbá?",option_3,,Okùn,Pàkúté,Èbìtì,Ẹ̀tàn,Irinṣẹ́,option_3,1,20.208333333333332
401,"Kíni ""700"" ní Yorùbá?",option_5,,Ẹgbẹ̀rún,Ogórùn-ún,Aádọ́rin,Ẹgbàá,Ẹ̀ẹ́dẹ́gbẹ̀rin,option_2,0,20.208333333333332
402,"Kínì ìtumọ̀ àkànlò-èdè yìí? 
 A ń sájú ẹlẹẹdẹdé pẹẹdé",option_2,,A ń fẹ́ pa ẹlẹ́dẹ̀ jẹ,A máa fí ń sọfún ènìyàn tí ó ń bẹ́,,Ẹlẹ́dẹ̀ náà ń sáré,Ó túmọ̀ sí ìjàmbá,option_2,1,20.208333333333332
403,Dárúkọ tí Yorùbá n pe àwọn ìka ọwọ wa márààrún,"Kúrúmbète, òrùka yémí, óga juwónlọ, odùnńlábẹ̀, àtànpàkò.",,,,,,,"i’m sorry, but it seems like there was an error in your request as i didn't get the actual options to choose from. could you please provide the options again?",0,20.208333333333332
404,"Parí òwe Yorùbá yìí
 Sin mí ká re ilé àna o wọ ẹwù etù …,",option_3,,kí ọmọdé má fi ṣeré,àna kò gbọdọ̀ rí i,kíni kí ọkọ ìyàwó wọ̀,ó ti gbó tán,kí á le jọ jó,option_3,1,20.208333333333332
405,"Kíni ""deer"" ní Yorùbá?",option_2,,Eṣin,Àgbọ̀nrín,Ewúrẹ́,Málùú,Kẹ́tẹ́kẹ́tẹ́,option_2,1,20.208333333333332
406,"Kíni ""fountain"" ní Yorùbá?",option_2,,Odò,Orísun,Adágún odò,Òkun,Agbada omi,"to accurately answer the question, i must understand the context in which the best option is sought. however, if i were to make a reasonable assumption, i would need to know what specific aspect of the yoruba language is being tested or described by these terms. each option pertains to different water bodies or formations:

- odò: river
- orísun: source (potentially of a river or other body of water)
- adágún odò: lake formed by a river
- òkun: ocean/sea
- agbada omi: large body of water, potentially describing a basin of water or flood

without specific context or the actual question, it is impossible to definitively determine the best choice, as each term has its distinct meaning. please provide context for a definitive solution",0,20.208333333333332
407,"Kíni ""fine"" ní Yorùbá?",option_2,,Ó dára,Owó ìtánràn,Owó,Ìdájọ́,Ẹ̀ṣẹ̀,please provide the question you would like me to analyze and determine the best answer for,0,20.208333333333332
408,"Eré Orí igi àşekù ọmọ ẹdun, kíní yorùbá n pè ní 'ẹdun'?",option_3,,Òkúta,Adìẹ,Ọ̀bọ,Èso,Akẹ́kọ̀ọ́,option_4,0,20.208333333333332
409,"Yorùbá bò wọ́n ní… Pánsá ò funra pánsá já, àjà ò funra àjà jìn… kí ní pánsá?","Pánsá (attics)
ààyè kan nínú òrùlé ilé kan",,Orúkọ èso kan,Àdúrà,ààyè kan nínú òrùlé ilé kan,Oúnjẹ kan,Irúfẹ́ ijó kan,option_2,0,20.208333333333332
411,"Kíni ""93"" ní Yorùbá?",Mẹ́tàléláàdọ́rún,,Mẹ́ta,Mẹ́sàn-án,Aádọ́rùn-ún,Mẹ́tàlélógún,Ọgọ́rùn-ún,"i'm sorry, but i need more context or a specific question to determine the correct option. could you please provide more details or the full question?",0,20.208333333333332
412,Kíni Yorùbá n pe border?,option_2,,Agbára,Àlà,Ògiri,Ọ̀nà,Ibodè,option_4,0,20.208333333333332
413,"Kíni ""favorite"" ní Yorùbá?",option_3,,Ọ̀rẹ́,Ìránṣẹ́,Ààyò,Ọmọ,,your question seems incomplete as it does not provide enough context or the actual question needed to choose the correct option among the given ones. could you please provide the full question or context so i can assist you accurately?,0,20.208333333333332
414,"""Pari owe yi:
 Ohun tí ajá rí tí ó ń gbó…""",option_5,,ológbò náà ti rí i,ó lè jẹ́ ènìyàn,olówó rẹ̀ gbọ́dọ̀ mọ̀,ó ń dẹ́rù ba ọmọdé,kò tó èyí tí àgùtàn fi ń ṣe ìran wò,option_3,0,20.208333333333332
415,"Parí òwe Yorùbá yìí
 ògèdè dúdú kò sè bùṣọn…",option_3,,.ó ti pọ́n gan-an n,ṣùgbọ́n ó dùn jẹ,Ọmọ burúkú ò ṣe lù pa,a lè fi ṣe oúnjẹ míì,.kí a gbé e fún ọmọdé,option_3,1,20.208333333333332
416,"Parí òwe Yorùbá yìí
 Enu ai menu, ete ai mete...",option_4,,.kò le sọ̀rọ̀ dáadáa,ó ń fi wá oúnjẹ,ṣùgbọ́n olóhùn ní í lò ó,níí mú ọ̀ràn bá ẹ̀rẹ̀kẹ́,ni Yorùbá fi ń gbọ́n,option_3,0,20.208333333333332
417,"Kini ọ̀rọ̀ Yorùbá fun ""Comb"" tí ó wà lórí akùkọ adìyẹ",option_1,,Igbe,Ìmú,Ìyẹ́,Gaga,Ojú,option_1,1,20.208333333333332
418,"Kíni ""Certificate"" ní Yorùbá?",option_2,,Ìwé,Ìwé ẹ̀rí,Ìwé ìròyìn,Àkọsílẹ̀,Ìwé ìdánwò,"i'm sorry, but the question for which i should determine the best answer seems to be missing. could you please provide the question or the context that needs analysis?",0,20.208333333333332
419,"Kíni ""web"" ní Yorùbá?",option_3,,Okùn,Ojú,Ìtàkùn,Ìkànnì ayélujára,Gbòǹgbò igi,option_4,0,20.208333333333332
420,Yàtọ̀ sí ayékòótò kíni Yorùbá tún má ń pe 'parrot'?,option_2,,Àparò,Odídẹrẹ́,Òkín,Àkàlàmàgbò,Adìẹ,option_3,0,20.208333333333332
421,"Kíni ""ditch"" ní Yorùbá?",option_4,,Omi,Ilẹ̀,Òkè,Kòtò,Pẹ̀tẹ́lẹ̀,"without knowing the specific question being asked, it’s challenging to determine which option is correct. if you can provide the question, i can analyze it accurately and determine the best answer from the options given",0,20.208333333333332
422,Tani ọba àkọ́kọ́ tí a kọ́kọ́ kì ní kábíyèsí ní ilè Yorùbá,option_2,,Odùduwà,Aláàfin Sàngó,Ọ̀rànmíyàn,Oòni ti Ilé-Ifẹ̀,Alákétu ti Kétu,option_3,0,20.208333333333332
423,Àwọn wo ni Yorùbá ń pè ní 'màjẹsín,option_5,,Àwọn obìnrin,Àwọn ọlọ́rọ̀,Àwọn ọkùnrin,Àwọn àgbàlagbà,Àwọn ọmọdé,"i'm sorry, but i cannot determine the best answer without the question. please provide the question so i can assist you properly",0,20.208333333333332
424,"Kíni ""South-West"" ní Yorùbá?",option_2,,Gúúsù,Gúúsù-Ìwọ-oòrùn,Ìlà-oòrùn,Àríwá,Ìwọ̀-oòrùn,ìlà-oòrùn,0,20.208333333333332
425,Kíni Yorùbá ń pe 'flamingo'?,option_1,,Ẹyẹ-omi,Adìẹ,Ẹyẹlé,Odídẹrẹ́,Àṣá,option_3,0,20.208333333333332
426,Kíni Yorùbá ń pe 'squat'?,option_1,,Jóòkó,Rìn,Jóòkó,Fò,Sùn,option_1,1,20.208333333333332
427,"Parí òwe Yorùbá yìí
 Ajogún Ifá tó ní òun kò ní kú mọ …",option_3,,Ifá á gbè é,.kí ló máa ṣe?,Ẹni tó tefá gan dàà,baba rẹ̀ ti kú,ó ti di babaláwo,option_5,0,20.208333333333332
428,"Kíni ""North"" ní Yorùbá?",Àríwá,,Gúúsù,Gúúsù-Ìwọ-oòrùn,Ìlà-oòrùn,Àríwá,Ìwọ̀-oòrùn,ìlà-oòrùn,0,20.208333333333332
429,Tí Yorùbá bání ẹ̀ẹ̀yàn 'pẹ̀ ọ̀rọ̀ sọ'. Kí ló tún mò sí?,option_4,,Ó ń sọ̀rọ̀ púpọ̀,Ó ń pariwo,Ó ń kùn,Kòfẹ́ fi gbogbo ẹnu sọ̀rọ̀,Ó ń fi ọ̀rọ̀ ṣeré,option_2,0,20.208333333333332
430,"Kíni ""Education Manager"" ní Yorùbá?",option_2,,Olùkọ́,Ìṣàkóso Ẹ̀kọ́,Akẹ́kọ̀ọ́,Olórí ilé-ìwé,Oníṣẹ́ ọ̀gbà,"i'm sorry, the question seems to be missing, could you provide the complete question so i can determine the best option as requested?",0,20.208333333333332
431,"Kíni ""Guinea worm"" ní Yorùbá?",option_1,,Sòbìà,Kòkòrò,Ìdin,Eṣinṣin,Oyin,option_5,0,20.208333333333332
̀432,Àwọn wo ni Yorùbá ń pè ní 'ọjẹ',option_3,,Adáhunṣe,Babaláwo,Eléégún,Oníṣègùn,Wòlíì,"to determine the accurate answer to the question ""who is a traditional yoruba healer or herbalist?"" the best option is 'oníṣègùn'. therefore, the correct response is:

option_4",0,20.208333333333332
433,"Parí òwe Yorùbá yìí
 Òṣùpá là a ní kò gún...",option_4,,ṣùgbọ́n ó ń tan ìmọ́lẹ̀,ìràwọ̀ ló gún jù,oòrùn ti wọ̀,"Ẹni tọ́wọ́ ẹ̀ bá to, kó lo tun ṣe",ó yàtọ̀ sí oòrùn,option_3,0,20.208333333333332
434,Ìlú wo ni wón ti ń bí 'Ìbejì' jùlọ ní ilè Yorùbá,option_4,,Ilé-Ifẹ̀,Ọ̀yọ́,Ìbàdàn,Igbó-ọrà,Abẹ́òkúta,option_1,0,20.208333333333332
435,"Kíni ""Relationship"" ní Yorùbá?",option_2,,Ìfẹ́,Ìbáṣepọ̀,Ìgbéyàwó,Ọ̀rẹ́,Aládùúgbò,"i'm sorry, i would need you to provide the specific question for me to determine which option is the best answer",0,20.208333333333332
436,"Kíni ""Pretence"" ní Yorùbá?",option_3,,Irọ́ pípa,Ìwà ọ̀dàlẹ̀,Ìdíbọ́n,Èké,Ojúkòkòrò,option_5,0,20.208333333333332
437,"""Kínì ìtumọ̀ àkànlò-èdè yìí? 
 Te nkan nidi""",option_2,,Fi nǹkan pamọ́,Lílo ọgbọ́n àlùmọ̀kọ́rọ́yí láti fi kó ọrọ̀ jọ,Gbé nǹkan kalẹ̀,Fọ́ nǹkan túútúú,Tà nǹkan kan,option_3,0,20.208333333333332
438,"""Kíni àkọ́lé orúkọ ọba Ijesha?""",option_5,,Aláàfin,Olúbàdàn,Aláké,Awùjalẹ̀,Ọwá,option_1,0,20.208333333333332
439,"Parí òwe Yorùbá yìí
 Àjánàkú kọjáa mo rí nkan firí",option_1,,Tí a bá rérin ká sọpé a rérin,.ọmọdé sá pa lọ́,agbára rẹ̀ pọ̀ jù,ó ba igi jẹ́,àwọn ọdẹ bẹ̀rù,option_2,0,20.208333333333332
440,"Kíni ""Debate"" ní Yorùbá?",option_3,,Ìjíròrò,Ìfọ̀rọ̀wérọ̀,Ìtàkùọ̀rọ̀so,Àríyànjiyàn,Ìjà,option_3,1,20.208333333333332
441,Kíni ìyàtọ̀ láàrin ìtòsí ati ìjọsí?,"Ìtòsí -–Súnmọ́
 Ìjọ́sí -–Jìnà",,Kò sí ìyàtọ̀,"Ìtòsí -–Súnmọ́
Ìjọ́sí -–Jìnà","Ìtòsí -–òtútù
Ìjọ́sí -–ooru ","Ìtòsí -–omi
Ìjọ́sí -–ilẹ̀ ","Ìtòsí -–òkè
Ìjọ́sí -–ìsàlẹ̀ ",option_2,0,20.208333333333332
442,Kíni ìyàtọ̀ láàárín ìpààrọ̀ àti ìyípadà?,"Ìpààrọ̀ - Replace
 Yípadà - Change",,"Ìpààrọ̀ - dídúró
Yípadà - jíjókòó ","Ìpààrọ̀ - Replace
Yípadà - Change","Ìpààrọ̀ - ìbẹ̀rẹ̀
Yípadà - òpin","Ìpààrọ̀ - rírìn
Yípadà - òpin","Ìpààrọ̀ - nǹkan tó dára
Yípadà - nǹkan tó burú",option_2,0,20.208333333333332
443,"Kíni ""Protest"" ní Yorùbá?",Ìfẹ́ónúhàn,,Ìwọ́de,Ìsìnkú,Ìgbéyàwó,Ìdùpẹ́,Ìṣọ̀kan,ìgbéyàwó,0,20.208333333333332
444,"Kíni ""National Assembly"" ní Yorùbá?",option_2,,Ilé ìjọba,Ìgbìmọ̀ aṣòfin àgbà,Ààfin ọba,Ilé ìwé,Ilé ìwòsàn,"please provide the specific question you need me to answer, and i'd be happy to help!",0,20.208333333333332
445,"Kíni ""Canopy"" ní Yorùbá?",option_5,,Òrùlé,Fèrèsé,Ògiri,Àgọ́,Àtíbàbà,option_2,0,20.208333333333332
446,Àwọn ọmọ wo ni Yorùbá ń pè ní 'Kòsọkọ' àti pé kíni ìdí tí a fi ń pè wọn bẹ?,"Àbíkú ọmọ ni wọ́n ń pè ní Kòsọ́kọ́
 A máa ń pe wọ́n bẹ́ẹ̀ nítorípé ọkọ́ ni a máa fi ń wa ilẹ̀ látìi fi sin òkú",,Ìbejì nítorí wọ́n jẹ́ méjì,"Àbíkú ọmọ ni wọ́n ń pè ní Kòsọ́kọ́
A máa ń pe wọ́n bẹ́ẹ̀ nítorípé ọkọ́ ni a máa fi ń wa ilẹ̀ látìi fi sin òkú",Àbúrò nítorí ó kéré,Àkọ́bí nítorí ó kọ́kọ́ jáde,Ìdòwú nítorí ó tẹ̀lé ìbejì,option_5,0,20.208333333333332
447,Tí Yorùbá bá sọpé Igi imú jìná sórí... kíni wọn ń gbìyànjú láti sọ pẹ̀lú àpẹrẹ,option_3,,Orí tóbi ju imú lọ,Igi gùn gan-an,Kí ènìyàn kan ju ẹnìkéjì lọ,Imú wà lórí,Nǹkan kò rọrùn,option_4,0,20.208333333333332
448,"Kíni Yorùbá ń pè ní mọ̀gúdú?""",Ìkokò tó tóbi (A big wolf),,Ìkòkò kékeré,Apẹ,Ìkokò tó tóbi ,Kòlòbó,Oúnjẹ,option_4,0,20.208333333333332
449,"Parí òwe Yorùbá yìí ""bí èbù ò rà...""",option_2,,.iyán ò ní dùn,A ò lè rí ègbodò,kí á wá omi mu,a ó jẹ ẹ́ bẹ́ẹ̀,ó ti gbó jù,option_1,0,20.208333333333332
450,"Parí òwe Yorùbá yìí
 Bí abá sọrọ tán ẹrín làá rín...",option_1,,"bí a bá yó tán, orun níí kun ni",kí á tó lọ ilé,.bí ọ̀rọ̀ bá dùn mọ́ni,ká má fì í bú ọba,.àwàdà ló pọ̀ níbẹ̀,option_4,0,20.208333333333332
451,"Yàtọ sí ádùrá kíni Yorùbá n
 pè ádùrá àti àmín""?",option_1,,"Àdúrà -–Ìwúre
Àmín -–Àṣẹ","Àdúrà -–Orin 
Àmín -–Àṣà","Àdúrà -–Ọ̀rọ̀
Àmín -–Èsì","Àdúrà -–Ìjúbà 
Àmín -–Gbólóhùn","Àdúrà -–Ohùn 
Àmín -–Fiífi",option_1,1,20.208333333333332
452,"Kíni ""North-East"" ní Yorùbá?",option_2,,Gúúsù-Ìwọ̀-oòrùn,Àrìwá-Ìlà-oòrùn,Apá Òsì,Iwájú,Ìsàlẹ̀,"i'm sorry, but i cannot determine the correct answer to the question without additional context or specifics regarding what the question is asking",0,20.208333333333332
453,Kíni àkólé orúkọ ọba ìlú Ijebu-Igbo?,option_2,,Ọọ̀ni,Orímolúsì,Aláàfin,Awùjalẹ̀,Olúbàdàn,"the question seems to be requesting the identification of the title associated with a certain context or individual within the yoruba traditional leadership or chieftaincy system. to determine the best option, consider the traditional yoruba titles and their associated regions or functions:

- ọọ̀ni (option 1) is the title of the monarch of ile-ife.
- orímolúsì (option 2) is not a commonly recognized yoruba traditional title.
- aláàfin (option 3) is the title of the monarch of oyo.
- awùjalẹ̀ (option 4) is the title of the monarch of ijebu.
- olúbàdàn (option 5) is the title of the monarch of ibadan.

given this information and without additional context to link the title to a specific region or function, further inference cannot be made. however, considering the significance and common recognition of the title, here is the reasonable conclusion for a generic context:

option_1",0,20.208333333333332
454,"Kíni ""Train station"" ní Yorùbá?",option_3,,Ojú irin,Pápá ọkọ̀ òfurufú,Ibùdó ọkọ̀ ojú irin,Ibùdókọ̀ ọkọ̀ ojú omi,Gàrájì ọkọ̀ akérò,option_3,1,20.208333333333332
455,"Kíni ""Barn"" ní Yorùbá?",option_2,,Ilé,Aká,Àgọ́,Ilé ẹran,Ilé ìṣúra,your request seems to be missing the actual question for which these options are possible answers. could you please provide the question so i can accurately determine the correct option?,0,20.208333333333332
456,Ìlú wo ni ile yorùbá ni wón ti sę odún ojude oba,option_3,,Ilé-Ifẹ̀,Abéòkuta,Ìjẹ̀bú-òde,Òṣogbo,Adó-Èkìtì,ilé-ifẹ̀,0,20.208333333333332
457,"Kíni ""Genuine"" ní Yorùbá?",option_3,,Èké,Ayédèrú,Ojúlówó,Àdàpọ̀,Àfojúdi,"to determine the best answer correctly, i need the question associated with these options. please provide the question so i can analyze it and determine the correct answer",0,20.208333333333332
458,Kíni Yorùbá n pè “Àrokò”,option_4,,Sísọ̀rọ̀ ní gbangba,Ìwé kíkà,Ìfọ̀rọ̀wérọ̀ lórí èrọ,Ọ̀nà tí a fi ń bára wa sọ̀rọ̀ tí a kòsì fẹ́ kí ó yé ẹnikẹta,Ìpolówó ọjà,option_4,1,20.208333333333332
459,"Kíni ""Wood Pecker"" ní Yorùbá?",option_5,,Àwòdì,Ẹyẹlé,Àkàlàmàgbò,Àṣá,ẹyẹ akoko,please provide the question you would like me to answer with the given options,0,20.208333333333332
460,"Kíni ""Brag"" ní Yorùbá?",option_2,,Wíwọ́,Fọ́nnu,Sunkún,Rẹ́rìn-ín,Kígbe,option_3,0,20.208333333333332
461,Parí òwe yìí: A fàtelewo fanná,option_3,,kò le è pẹ́ tó igi ìdáná,gbogbo ara ló ń jó ni,kìí dáwó dúró,ìyá ọmọ á bínú,afẹ́fẹ́ á gbà á lọ,option_2,0,20.208333333333332
462,"Kíni ""Teak tree"" ní Yorùbá?",option_4,,Igi Àràbà,Igi Akòko,Igi Ọ̀pẹ,Igi Ìrókò,Igi Ayùnré,option_4,1,20.208333333333332
463,Kini èjè rùn kanra túmò si?,option_4,,Ìjà pọ̀ láàrín ìdílé,Orí búburú nínú ẹbí,Ẹni tí ó jẹ́ ọ̀tá ilé ẹni,A máa ń lòó ọ̀rọ̀ yí bí a bá ṣe pàdé ará ilé ẹni láìròtẹ́lẹ̀,,option_4,1,20.208333333333332
464,"Kíni ""Desolate"" ní Yorùbá?",option_3,,Kún fọ́fọ́,Aláràbarà,Ahóró,Dídán,Olókìkí,"i'm sorry, but i need the actual question to provide the accurate and best answer based on the options given. could you please provide the question?",0,20.208333333333332
465,"Kíni ""Sparrow"" ní Yorùbá?",option_2,,Ọ̀kín,alápàándèdè,Àṣá,Òwìwí,Lékeléke,option_3,0,20.208333333333332
466,Kíni iyato láàárín ẹgbẹ̀ta àti ẹgbàta?,"ẹgbẹ̀ta - 600 
 ẹgbàta - 6000",,"ẹgbẹ̀ta - 60, 
ẹgbàta - 600","ẹgbẹ̀ta - 600 
ẹgbàta - 6000","ẹgbẹ̀ta - 6000
ẹgbàta - 600","ẹgbẹ̀ta - 500
ẹgbàta - 5000","ẹgbẹ̀ta - 300
ẹgbàta - 3000",option_5,0,20.208333333333332
467,"Parí òwe yìí...
 Akìí gbé ẹran erin lóri...?",option_4,,Kí á máa rebi ọdẹ ẹkùn,Kí á máa ké lé aja,Kí á máa sọ̀rọ̀ lẹ́yìn ọba,Kí a máa fi ẹsẹ̀ wa ihò ìrẹ̀(cricket),Kí á máa wá ìjà àjànàkú,option_2,0,20.208333333333332
468,Irú ọmọ wo ni wón ń pè ní Ìdògbé?,option_2,,Ọmọ tí a bí ṣáájú ìbejì,Ọmọ tí a bí lẹ́hìn Àlàbá,bejì àkọ́kọ́,Ọmọ tí ìyá bí gbẹ̀yìn,Abíkú ọmọ,option_2,1,20.208333333333332
469,"Kíni ""Creeper"" ní Yorùbá?",option_4,,Kóríko,Ìràwé,Èso,Àfòmọ́,Gbòǹgbò,option_3,0,20.208333333333332
470,"Kíni àwon orọ wọnyí ""belching or burping"" tun mò sí ní Yorùbá",option_3,,Ìrora inú,Mími hẹẹ́,Gùnfẹ̀,Òsúkè,Sísín,option_2,0,20.208333333333332
471,"Àwọn wo ni wón ma n ""sun ijálá""",option_1,,Àwọn ọlọ́de,Àwọn onílù,Àwọn ọba,Àwọn babaláwo,Àwọn oníṣègùn,"to determine the best option among the given choices, i need to know the specific question being asked in yoruba regarding one of the groups mentioned or their roles/functions. please provide the question so that i can accurately identify the correct option",0,20.208333333333332
472,"Kíni ""Hiccups"" ní Yorùbá?",option_4,,Orí fífọ́,Mími gbùùrù,Àárẹ̀,Òsúkè,Gùnfẹ̀,option_3,0,20.208333333333332
473,"Kíni ""Cobweb"" ní Yorùbá?",option_5,,Owú ìránṣọ,Ìtàkùn igi,Àwọ̀n ejò,Ilé ẹyẹ,Ówú alántakùn,option_5,1,20.208333333333332
474,"Kíni ọrọ yí túmosí ""takété""",option_2,,Kí ènìyàn jókòó síbi kan,Kí ènìyàn dúró sí ọ̀nà tó jìn,Kí ènìyàn tẹ́tí sílẹ̀,Kí ènìyàn dákẹ́,Kí ènìyàn ṣubú,option_3,0,20.208333333333332
